,totals,.md-counts,.yaml-counts,.py-counts,.rst-counts,.txt-counts,.sh-counts,.patch-counts,.ninja-counts,.diff-counts,.md-percent,.yaml-percent,.py-percent,.rst-percent,.txt-percent,.sh-percent,.patch-percent,.ninja-percent,.diff-percent
order,493,1,0,359,55,1,2,75,0,0,0.002028397565922921,0.0,0.7281947261663286,0.11156186612576065,0.002028397565922921,0.004056795131845842,0.15212981744421908,0.0,0.0
computer,42,1,0,34,2,0,0,5,0,0,0.023809523809523808,0.0,0.8095238095238095,0.047619047619047616,0.0,0.0,0.11904761904761904,0.0,0.0
sc,23,3,0,6,0,0,0,14,0,0,0.13043478260869565,0.0,0.2608695652173913,0.0,0.0,0.0,0.6086956521739131,0.0,0.0
                      ,54,1,0,46,3,4,0,0,0,0,0.018518518518518517,0.0,0.8518518518518519,0.05555555555555555,0.07407407407407407,0.0,0.0,0.0,0.0
pdf,62,1,0,61,0,0,0,0,0,0,0.016129032258064516,0.0,0.9838709677419355,0.0,0.0,0.0,0.0,0.0,0.0
       ,10856,10,10,9062,460,58,52,1152,0,52,0.0009211495946941784,0.0009211495946941784,0.8347457627118644,0.0423728813559322,0.005342667649226234,0.004789977892409728,0.10611643330876934,0.0,0.004789977892409728
             ,1124,3,0,995,35,2,4,82,0,3,0.0026690391459074734,0.0,0.8852313167259787,0.03113879003558719,0.0017793594306049821,0.0035587188612099642,0.07295373665480427,0.0,0.0026690391459074734
distributed,140,2,0,71,5,0,2,60,0,0,0.014285714285714285,0.0,0.5071428571428571,0.03571428571428571,0.0,0.014285714285714285,0.42857142857142855,0.0,0.0
under,227,5,2,134,50,0,2,33,0,1,0.022026431718061675,0.00881057268722467,0.5903083700440529,0.22026431718061673,0.0,0.00881057268722467,0.14537444933920704,0.0,0.004405286343612335
terms,41,1,0,15,2,0,2,21,0,0,0.024390243902439025,0.0,0.36585365853658536,0.04878048780487805,0.0,0.04878048780487805,0.5121951219512195,0.0,0.0
both,282,5,0,214,43,0,1,19,0,0,0.01773049645390071,0.0,0.7588652482269503,0.1524822695035461,0.0,0.0035460992907801418,0.0673758865248227,0.0,0.0
may,562,6,1,328,166,0,4,57,0,0,0.010676156583629894,0.0017793594306049821,0.5836298932384342,0.29537366548042704,0.0,0.0071174377224199285,0.10142348754448399,0.0,0.0
choose,63,1,0,49,12,0,0,1,0,0,0.015873015873015872,0.0,0.7777777777777778,0.19047619047619047,0.0,0.0,0.015873015873015872,0.0,0.0
either,188,1,0,123,47,0,3,14,0,0,0.005319148936170213,0.0,0.6542553191489362,0.25,0.0,0.015957446808510637,0.07446808510638298,0.0,0.0
their,308,2,1,196,78,0,4,27,0,0,0.006493506493506494,0.003246753246753247,0.6363636363636364,0.2532467532467532,0.0,0.012987012987012988,0.08766233766233766,0.0,0.0
made,59,2,0,46,7,1,0,3,0,0,0.03389830508474576,0.0,0.7796610169491526,0.11864406779661017,0.01694915254237288,0.0,0.05084745762711865,0.0,0.0
blob,99,4,0,66,24,0,0,5,0,0,0.04040404040404041,0.0,0.6666666666666666,0.24242424242424243,0.0,0.0,0.050505050505050504,0.0,0.0
notice,49,2,0,14,23,2,0,8,0,0,0.04081632653061224,0.0,0.2857142857142857,0.46938775510204084,0.04081632653061224,0.0,0.16326530612244897,0.0,0.0
release,972,18,1,735,56,9,12,141,0,0,0.018518518518518517,0.00102880658436214,0.7561728395061729,0.05761316872427984,0.009259259259259259,0.012345679012345678,0.14506172839506173,0.0,0.0
more,603,13,1,425,120,0,7,37,0,0,0.02155887230514096,0.001658374792703151,0.7048092868988391,0.19900497512437812,0.0,0.011608623548922056,0.06135986733001658,0.0,0.0
major,115,10,0,69,3,1,0,32,0,0,0.08695652173913043,0.0,0.6,0.02608695652173913,0.008695652173913044,0.0,0.2782608695652174,0.0,0.0
performance,189,5,0,169,3,0,1,11,0,0,0.026455026455026454,0.0,0.8941798941798942,0.015873015873015872,0.0,0.005291005291005291,0.0582010582010582,0.0,0.0
environments,140,14,0,85,41,0,0,0,0,0,0.1,0.0,0.6071428571428571,0.29285714285714287,0.0,0.0,0.0,0.0,0.0
well,230,3,0,190,33,0,1,3,0,0,0.013043478260869565,0.0,0.8260869565217391,0.14347826086956522,0.0,0.004347826086956522,0.013043478260869565,0.0,0.0
mirrors,161,3,0,138,20,0,0,0,0,0,0.018633540372670808,0.0,0.8571428571428571,0.12422360248447205,0.0,0.0,0.0,0.0,0.0
issue,146,15,0,111,9,0,1,10,0,0,0.10273972602739725,0.0,0.7602739726027398,0.06164383561643835,0.0,0.00684931506849315,0.0684931506849315,0.0,0.0
mirror,536,5,1,428,70,0,28,4,0,0,0.009328358208955223,0.0018656716417910447,0.7985074626865671,0.13059701492537312,0.0,0.05223880597014925,0.007462686567164179,0.0,0.0
symlinks,80,3,0,72,5,0,0,0,0,0,0.0375,0.0,0.9,0.0625,0.0,0.0,0.0,0.0,0.0
duplicate,63,1,0,56,2,0,0,4,0,0,0.015873015873015872,0.0,0.8888888888888888,0.031746031746031744,0.0,0.0,0.06349206349206349,0.0,0.0
patches,213,7,0,198,5,0,0,3,0,0,0.03286384976525822,0.0,0.9295774647887324,0.023474178403755867,0.0,0.0,0.014084507042253521,0.0,0.0
exception,548,2,0,456,5,0,0,85,0,0,0.0036496350364963502,0.0,0.8321167883211679,0.009124087591240875,0.0,0.0,0.1551094890510949,0.0,0.0
handling,99,4,0,84,2,0,0,9,0,0,0.04040404040404041,0.0,0.8484848484848485,0.020202020202020204,0.0,0.0,0.09090909090909091,0.0,0.0
don,365,2,1,291,44,0,4,23,0,0,0.005479452054794521,0.0027397260273972603,0.7972602739726027,0.12054794520547946,0.0,0.010958904109589041,0.06301369863013699,0.0,0.0
t,2490,5,2,1308,119,1,16,1036,0,3,0.002008032128514056,0.0008032128514056225,0.5253012048192771,0.04779116465863454,0.00040160642570281126,0.00642570281124498,0.41606425702811245,0.0,0.0012048192771084338
try,312,7,1,208,14,0,8,74,0,0,0.022435897435897436,0.003205128205128205,0.6666666666666666,0.04487179487179487,0.0,0.02564102564102564,0.23717948717948717,0.0,0.0
avoid,159,3,3,115,10,0,2,26,0,0,0.018867924528301886,0.018867924528301886,0.7232704402515723,0.06289308176100629,0.0,0.012578616352201259,0.16352201257861634,0.0,0.0
re,664,4,0,602,31,0,3,24,0,0,0.006024096385542169,0.0,0.9066265060240963,0.046686746987951805,0.0,0.004518072289156626,0.03614457831325301,0.0,0.0
fetching,41,3,0,29,9,0,0,0,0,0,0.07317073170731707,0.0,0.7073170731707317,0.21951219512195122,0.0,0.0,0.0,0.0,0.0
already,282,1,6,205,53,0,2,15,0,0,0.0035460992907801418,0.02127659574468085,0.7269503546099291,0.1879432624113475,0.0,0.0070921985815602835,0.05319148936170213,0.0,0.0
added,309,8,1,259,25,0,1,15,0,0,0.025889967637540454,0.003236245954692557,0.8381877022653722,0.08090614886731391,0.0,0.003236245954692557,0.04854368932038835,0.0,0.0
create,965,5,1,797,94,0,9,59,0,0,0.0051813471502590676,0.0010362694300518134,0.8259067357512954,0.09740932642487046,0.0,0.00932642487046632,0.061139896373056994,0.0,0.0
dir,3459,1,0,2700,42,7,102,603,0,4,0.0002891008962127783,0.0,0.7805724197745013,0.012142237640936688,0.002023706273489448,0.029488291413703384,0.17432784041630528,0.0,0.0011564035848511131
rhel,60,1,0,47,10,0,0,2,0,0,0.016666666666666666,0.0,0.7833333333333333,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0,0.0
concretization,104,3,2,72,27,0,0,0,0,0,0.028846153846153848,0.019230769230769232,0.6923076923076923,0.25961538461538464,0.0,0.0,0.0,0.0,0.0
installation,462,3,1,268,153,3,3,31,0,0,0.006493506493506494,0.0021645021645021645,0.5800865800865801,0.33116883116883117,0.006493506493506494,0.006493506493506494,0.0670995670995671,0.0,0.0
some,651,3,1,473,124,0,9,41,0,0,0.004608294930875576,0.0015360983102918587,0.7265745007680492,0.19047619047619047,0.0,0.013824884792626729,0.0629800307219662,0.0,0.0
minor,93,3,0,52,2,0,0,36,0,0,0.03225806451612903,0.0,0.5591397849462365,0.021505376344086023,0.0,0.0,0.3870967741935484,0.0,0.0
changes,138,4,0,89,32,0,0,13,0,0,0.028985507246376812,0.0,0.644927536231884,0.2318840579710145,0.0,0.0,0.09420289855072464,0.0,0.0
missing,317,1,1,268,18,0,9,19,0,1,0.0031545741324921135,0.0031545741324921135,0.8454258675078864,0.056782334384858045,0.0,0.028391167192429023,0.05993690851735016,0.0,0.0031545741324921135
modules,963,4,32,691,143,0,7,86,0,0,0.004153686396677051,0.033229491173416406,0.7175493250259606,0.14849428868120457,0.0,0.007268951194184839,0.0893042575285566,0.0,0.0
speed,48,2,0,35,4,0,0,7,0,0,0.041666666666666664,0.0,0.7291666666666666,0.08333333333333333,0.0,0.0,0.14583333333333334,0.0,0.0
environment,2083,11,3,1774,244,0,30,21,0,0,0.00528084493518963,0.0014402304368698992,0.8516562650024004,0.1171387421987518,0.0,0.014402304368698993,0.010081613058089293,0.0,0.0
activation,75,1,0,54,20,0,0,0,0,0,0.013333333333333334,0.0,0.72,0.26666666666666666,0.0,0.0,0.0,0.0,0.0
path,10655,8,88,9786,198,12,73,488,0,2,0.0007508212106992023,0.008259033317691225,0.9184420459877991,0.018582824964805254,0.0011262318160488033,0.006851243547630221,0.04580009385265134,0.0,0.00018770530267480057
unknown,216,1,0,163,0,10,2,39,0,1,0.004629629629629629,0.0,0.7546296296296297,0.0,0.046296296296296294,0.009259259259259259,0.18055555555555555,0.0,0.004629629629629629
modify,149,1,1,115,13,1,2,16,0,0,0.006711409395973154,0.006711409395973154,0.7718120805369127,0.087248322147651,0.006711409395973154,0.013422818791946308,0.10738255033557047,0.0,0.0
installed,886,5,1,640,209,1,7,23,0,0,0.0056433408577878106,0.001128668171557562,0.7223476297968398,0.23589164785553046,0.001128668171557562,0.007900677200902935,0.025959367945823927,0.0,0.0
instead,314,3,0,239,45,0,1,26,0,0,0.009554140127388535,0.0,0.7611464968152867,0.14331210191082802,0.0,0.0031847133757961785,0.08280254777070063,0.0,0.0
newlines,40,1,0,39,0,0,0,0,0,0,0.025,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0
command,1331,14,0,908,215,1,32,151,10,0,0.010518407212622089,0.0,0.6821938392186326,0.1615326821938392,0.0007513148009015778,0.02404207362885049,0.11344853493613824,0.007513148009015778,0.0
verify,244,2,3,175,21,0,1,42,0,0,0.00819672131147541,0.012295081967213115,0.7172131147540983,0.0860655737704918,0.0,0.004098360655737705,0.1721311475409836,0.0,0.0
exists,526,1,0,488,6,0,4,27,0,0,0.0019011406844106464,0.0,0.9277566539923955,0.011406844106463879,0.0,0.0076045627376425855,0.051330798479087454,0.0,0.0
document,142,1,0,136,5,0,0,0,0,0,0.007042253521126761,0.0,0.9577464788732394,0.035211267605633804,0.0,0.0,0.0,0.0,0.0
maintainers,244,8,7,229,0,0,0,0,0,0,0.03278688524590164,0.028688524590163935,0.9385245901639344,0.0,0.0,0.0,0.0,0.0,0.0
field,81,1,0,59,7,0,0,14,0,0,0.012345679012345678,0.0,0.7283950617283951,0.08641975308641975,0.0,0.0,0.1728395061728395,0.0,0.0
hwloc,95,1,0,89,5,0,0,0,0,0,0.010526315789473684,0.0,0.9368421052631579,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
head,222,2,0,183,0,0,20,17,0,0,0.009009009009009009,0.0,0.8243243243243243,0.0,0.0,0.09009009009009009,0.07657657657657657,0.0,0.0
option,823,3,2,661,41,3,2,111,0,0,0.0036452004860267314,0.002430133657351154,0.8031591737545565,0.04981773997569866,0.0036452004860267314,0.002430133657351154,0.13487241798298907,0.0,0.0
gpg,196,4,4,164,17,0,7,0,0,0,0.02040816326530612,0.02040816326530612,0.8367346938775511,0.08673469387755102,0.0,0.03571428571428571,0.0,0.0,0.0
warning,284,3,0,192,14,0,1,74,0,0,0.01056338028169014,0.0,0.676056338028169,0.04929577464788732,0.0,0.0035211267605633804,0.2605633802816901,0.0,0.0
fix,318,7,0,240,11,0,0,60,0,0,0.0220125786163522,0.0,0.7547169811320755,0.03459119496855346,0.0,0.0,0.18867924528301888,0.0,0.0
relative,340,3,0,319,8,0,0,10,0,0,0.008823529411764706,0.0,0.9382352941176471,0.023529411764705882,0.0,0.0,0.029411764705882353,0.0,0.0
binary,331,6,1,247,15,4,9,49,0,0,0.01812688821752266,0.0030211480362537764,0.7462235649546828,0.045317220543806644,0.012084592145015106,0.027190332326283987,0.14803625377643503,0.0,0.0
strings,378,3,0,346,6,0,0,17,0,6,0.007936507936507936,0.0,0.9153439153439153,0.015873015873015872,0.0,0.0,0.04497354497354497,0.0,0.015873015873015872
binaries,106,3,1,75,23,0,0,4,0,0,0.02830188679245283,0.009433962264150943,0.7075471698113207,0.2169811320754717,0.0,0.0,0.03773584905660377,0.0,0.0
v,2057,10,0,1665,30,8,6,337,0,1,0.004861448711716091,0.0,0.8094312105007292,0.014584346135148274,0.003889158969372873,0.002916869227029655,0.16383082158483228,0.0,0.0004861448711716091
          ,7722,2,2,7354,108,4,5,244,0,3,0.000259000259000259,0.000259000259000259,0.9523439523439523,0.013986013986013986,0.000518000518000518,0.0006475006475006475,0.031598031598031595,0.0,0.0003885003885003885
specific,360,3,0,257,80,0,1,19,0,0,0.008333333333333333,0.0,0.7138888888888889,0.2222222222222222,0.0,0.002777777777777778,0.05277777777777778,0.0,0.0
fixes,77,7,0,35,3,0,0,32,0,0,0.09090909090909091,0.0,0.45454545454545453,0.03896103896103896,0.0,0.0,0.4155844155844156,0.0,0.0
include,2363,4,0,1209,43,25,2,1060,3,17,0.0016927634363097758,0.0,0.5116377486246297,0.01819720694033009,0.010579771476936098,0.0008463817181548879,0.4485823106220906,0.0012695725772323319,0.007194244604316547
find,1099,9,0,790,124,1,22,151,0,2,0.00818926296633303,0.0,0.718835304822566,0.11282984531392175,0.0009099181073703367,0.020018198362147407,0.13739763421292084,0.0,0.0018198362147406734
now,293,23,0,204,46,0,5,15,0,0,0.07849829351535836,0.0,0.6962457337883959,0.15699658703071673,0.0,0.017064846416382253,0.051194539249146756,0.0,0.0
variants,515,2,3,474,36,0,0,0,0,0,0.003883495145631068,0.005825242718446602,0.920388349514563,0.06990291262135923,0.0,0.0,0.0,0.0,0.0
constraints,121,1,0,109,11,0,0,0,0,0,0.008264462809917356,0.0,0.9008264462809917,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
uninstall,157,1,0,122,29,0,4,1,0,0,0.006369426751592357,0.0,0.7770700636942676,0.18471337579617833,0.0,0.025477707006369428,0.006369426751592357,0.0,0.0
should,732,5,12,532,122,1,9,51,0,0,0.006830601092896175,0.01639344262295082,0.726775956284153,0.16666666666666666,0.001366120218579235,0.012295081967213115,0.06967213114754098,0.0,0.0
concrete,317,1,0,303,13,0,0,0,0,0,0.0031545741324921135,0.0,0.9558359621451105,0.04100946372239748,0.0,0.0,0.0,0.0,0.0
dag,357,1,0,345,11,0,0,0,0,0,0.0028011204481792717,0.0,0.9663865546218487,0.03081232492997199,0.0,0.0,0.0,0.0,0.0
hash,1013,1,1,941,48,3,1,18,0,0,0.0009871668311944718,0.0009871668311944718,0.928923988153998,0.04738400789733465,0.0029615004935834156,0.0009871668311944718,0.017769002961500493,0.0,0.0
modifications,164,2,0,151,10,0,0,1,0,0,0.012195121951219513,0.0,0.9207317073170732,0.06097560975609756,0.0,0.0,0.006097560975609756,0.0,0.0
distribution,163,2,0,128,6,0,0,27,0,0,0.012269938650306749,0.0,0.7852760736196319,0.03680981595092025,0.0,0.0,0.1656441717791411,0.0,0.0
relocate,90,1,0,88,1,0,0,0,0,0,0.011111111111111112,0.0,0.9777777777777777,0.011111111111111112,0.0,0.0,0.0,0.0,0.0
text,718,1,0,674,8,1,1,33,0,0,0.001392757660167131,0.0,0.9387186629526463,0.011142061281337047,0.001392757660167131,0.001392757660167131,0.04596100278551532,0.0,0.0
properly,94,3,0,70,11,0,1,9,0,0,0.031914893617021274,0.0,0.7446808510638298,0.11702127659574468,0.0,0.010638297872340425,0.09574468085106383,0.0,0.0
local,596,1,0,425,66,5,12,87,0,0,0.0016778523489932886,0.0,0.7130872483221476,0.11073825503355705,0.008389261744966443,0.020134228187919462,0.14597315436241612,0.0,0.0
over,159,8,0,116,28,0,0,7,0,0,0.050314465408805034,0.0,0.7295597484276729,0.1761006289308176,0.0,0.0,0.0440251572327044,0.0,0.0
remote,132,1,0,103,13,0,8,7,0,0,0.007575757575757576,0.0,0.7803030303030303,0.09848484848484848,0.0,0.06060606060606061,0.05303030303030303,0.0,0.0
resources,136,2,0,124,8,0,2,0,0,0,0.014705882352941176,0.0,0.9117647058823529,0.058823529411764705,0.0,0.014705882352941176,0.0,0.0,0.0
necessary,127,1,0,88,21,0,0,17,0,0,0.007874015748031496,0.0,0.6929133858267716,0.16535433070866143,0.0,0.0,0.13385826771653545,0.0,0.0
util,1229,1,0,1178,15,0,0,35,0,0,0.0008136696501220504,0.0,0.9585028478437754,0.012205044751830757,0.0,0.0,0.028478437754271765,0.0,0.0
url,6420,3,1,6312,66,0,19,19,0,0,0.00046728971962616824,0.00015576323987538941,0.983177570093458,0.010280373831775701,0.0,0.002959501557632399,0.002959501557632399,0.0,0.0
join,2866,1,0,2844,2,0,0,19,0,0,0.0003489183531053733,0.0,0.9923237962316818,0.0006978367062107466,0.0,0.0,0.006629448709002094,0.0,0.0
handles,64,1,0,53,5,0,0,5,0,0,0.015625,0.0,0.828125,0.078125,0.0,0.0,0.078125,0.0,0.0
absolute,246,1,0,224,10,0,0,11,0,0,0.0040650406504065045,0.0,0.9105691056910569,0.04065040650406504,0.0,0.0,0.044715447154471545,0.0,0.0
paths,1055,3,0,969,46,2,0,35,0,0,0.002843601895734597,0.0,0.9184834123222749,0.043601895734597156,0.0018957345971563982,0.0,0.03317535545023697,0.0,0.0
correctly,152,3,0,127,14,0,0,8,0,0,0.019736842105263157,0.0,0.8355263157894737,0.09210526315789473,0.0,0.0,0.05263157894736842,0.0,0.0
sbang,62,2,0,59,0,0,0,1,0,0,0.03225806451612903,0.0,0.9516129032258065,0.0,0.0,0.0,0.016129032258064516,0.0,0.0
utf,282,1,0,267,1,0,1,12,0,0,0.0035460992907801418,0.0,0.9468085106382979,0.0035460992907801418,0.0,0.0035460992907801418,0.0425531914893617,0.0,0.0
encoding,277,1,0,273,0,0,0,3,0,0,0.0036101083032490976,0.0,0.9855595667870036,0.0,0.0,0.0,0.010830324909747292,0.0,0.0
quoted,56,1,0,52,2,0,1,0,0,0,0.017857142857142856,0.0,0.9285714285714286,0.03571428571428571,0.0,0.017857142857142856,0.0,0.0,0.0
containing,194,1,0,162,21,0,0,10,0,0,0.005154639175257732,0.0,0.8350515463917526,0.10824742268041238,0.0,0.0,0.05154639175257732,0.0,0.0
spaces,77,3,1,66,4,0,0,2,1,0,0.03896103896103896,0.012987012987012988,0.8571428571428571,0.05194805194805195,0.0,0.0,0.025974025974025976,0.012987012987012988,0.0
parsed,163,1,0,154,2,0,0,6,0,0,0.006134969325153374,0.0,0.9447852760736196,0.012269938650306749,0.0,0.0,0.03680981595092025,0.0,0.0
targets,621,3,0,548,14,4,0,47,5,0,0.004830917874396135,0.0,0.8824476650563607,0.02254428341384863,0.00644122383252818,0.0,0.07568438003220612,0.008051529790660225,0.0
print,797,2,0,701,12,0,9,71,0,2,0.002509410288582183,0.0,0.8795483061480552,0.015056461731493099,0.0,0.011292346298619825,0.0890840652446675,0.0,0.002509410288582183
message,735,4,0,558,21,9,8,135,0,0,0.005442176870748299,0.0,0.7591836734693878,0.02857142857142857,0.012244897959183673,0.010884353741496598,0.1836734693877551,0.0,0.0
before,412,3,0,350,36,0,5,17,0,1,0.007281553398058253,0.0,0.8495145631067961,0.08737864077669903,0.0,0.012135922330097087,0.0412621359223301,0.0,0.0024271844660194173
database,423,1,2,411,6,0,0,3,0,0,0.002364066193853428,0.004728132387706856,0.9716312056737588,0.014184397163120567,0.0,0.0,0.0070921985815602835,0.0,0.0
query,430,2,0,391,5,0,6,26,0,0,0.004651162790697674,0.0,0.9093023255813953,0.011627906976744186,0.0,0.013953488372093023,0.06046511627906977,0.0,0.0
methods,357,1,0,332,18,0,0,6,0,0,0.0028011204481792717,0.0,0.9299719887955182,0.05042016806722689,0.0,0.0,0.01680672268907563,0.0,0.0
cuda,1029,1,0,947,20,1,0,60,0,0,0.0009718172983479105,0.0,0.9203109815354713,0.019436345966958212,0.0009718172983479105,0.0,0.05830903790087463,0.0,0.0
conflict,138,1,0,129,5,0,0,3,0,0,0.007246376811594203,0.0,0.9347826086956522,0.036231884057971016,0.0,0.0,0.021739130434782608,0.0,0.0
statements,70,1,0,67,2,0,0,0,0,0,0.014285714285714285,0.0,0.9571428571428572,0.02857142857142857,0.0,0.0,0.0,0.0,0.0
x,4864,7,14,3254,202,128,20,1193,0,46,0.0014391447368421052,0.0028782894736842104,0.6689967105263158,0.041529605263157895,0.02631578947368421,0.004111842105263158,0.24527138157894737,0.0,0.009457236842105263
cpu,318,1,0,279,0,2,0,36,0,0,0.0031446540880503146,0.0,0.8773584905660378,0.0,0.006289308176100629,0.0,0.11320754716981132,0.0,0.0
clang,584,2,36,433,31,6,0,76,0,0,0.003424657534246575,0.06164383561643835,0.7414383561643836,0.053082191780821915,0.010273972602739725,0.0,0.13013698630136986,0.0,0.0
syaml,163,1,0,162,0,0,0,0,0,0,0.006134969325153374,0.0,0.9938650306748467,0.0,0.0,0.0,0.0,0.0,0.0
int,1666,2,0,674,0,2,3,962,0,23,0.0012004801920768306,0.0,0.40456182472989194,0.0,0.0012004801920768306,0.001800720288115246,0.5774309723889556,0.0,0.013805522208883553
repr,415,2,0,411,0,0,0,2,0,0,0.004819277108433735,0.0,0.9903614457831326,0.0,0.0,0.0,0.004819277108433735,0.0,0.0
rather,48,1,0,37,5,1,1,3,0,0,0.020833333333333332,0.0,0.7708333333333334,0.10416666666666667,0.020833333333333332,0.020833333333333332,0.0625,0.0,0.0
than,252,3,0,189,48,0,2,10,0,0,0.011904761904761904,0.0,0.75,0.19047619047619047,0.0,0.007936507936507936,0.03968253968253968,0.0,0.0
str,2112,1,0,2024,3,0,1,83,0,0,0.0004734848484848485,0.0,0.9583333333333334,0.0014204545454545455,0.0,0.0004734848484848485,0.039299242424242424,0.0,0.0
elpa,145,1,0,128,0,0,0,16,0,0,0.006896551724137931,0.0,0.8827586206896552,0.0,0.0,0.0,0.1103448275862069,0.0,0.0
until,81,1,0,71,6,0,0,3,0,0,0.012345679012345678,0.0,0.8765432098765432,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.0
sse,89,2,0,74,0,3,0,10,0,0,0.02247191011235955,0.0,0.8314606741573034,0.0,0.033707865168539325,0.0,0.11235955056179775,0.0,0.0
avx,119,3,0,105,0,0,0,10,0,1,0.025210084033613446,0.0,0.8823529411764706,0.0,0.0,0.0,0.08403361344537816,0.0,0.008403361344537815
issues,248,5,1,209,19,0,2,11,0,1,0.020161290322580645,0.004032258064516129,0.842741935483871,0.07661290322580645,0.0,0.008064516129032258,0.04435483870967742,0.0,0.004032258064516129
resolved,59,1,0,51,2,0,0,5,0,0,0.01694915254237288,0.0,0.864406779661017,0.03389830508474576,0.0,0.0,0.0847457627118644,0.0,0.0
trilinos,192,1,0,183,1,0,0,7,0,0,0.005208333333333333,0.0,0.953125,0.005208333333333333,0.0,0.0,0.036458333333333336,0.0,0.0
constrain,120,1,0,119,0,0,0,0,0,0,0.008333333333333333,0.0,0.9916666666666667,0.0,0.0,0.0,0.0,0.0,0.0
netcdf,505,1,0,450,26,0,9,19,0,0,0.0019801980198019802,0.0,0.8910891089108911,0.05148514851485148,0.0,0.01782178217821782,0.03762376237623762,0.0,0.0
yet,123,2,0,93,23,0,0,5,0,0,0.016260162601626018,0.0,0.7560975609756098,0.18699186991869918,0.0,0.0,0.04065040650406504,0.0,0.0
deployment,51,2,0,10,0,0,0,39,0,0,0.0392156862745098,0.0,0.19607843137254902,0.0,0.0,0.0,0.7647058823529411,0.0,0.0
microarchitecture,62,2,0,56,4,0,0,0,0,0,0.03225806451612903,0.0,0.9032258064516129,0.06451612903225806,0.0,0.0,0.0,0.0,0.0
auto,211,2,0,145,10,0,1,53,0,0,0.009478672985781991,0.0,0.6872037914691943,0.04739336492890995,0.0,0.004739336492890996,0.25118483412322273,0.0,0.0
generated,171,1,0,121,20,2,3,24,0,0,0.005847953216374269,0.0,0.7076023391812866,0.11695906432748537,0.011695906432748537,0.017543859649122806,0.14035087719298245,0.0,0.0
year,44,2,0,37,4,0,0,1,0,0,0.045454545454545456,0.0,0.8409090909090909,0.09090909090909091,0.0,0.0,0.022727272727272728,0.0,0.0
making,64,2,0,49,10,0,0,3,0,0,0.03125,0.0,0.765625,0.15625,0.0,0.0,0.046875,0.0,0.0
possible,334,6,0,280,30,0,0,17,0,1,0.017964071856287425,0.0,0.8383233532934131,0.08982035928143713,0.0,0.0,0.05089820359281437,0.0,0.0029940119760479044
upstream,297,2,0,213,55,0,0,26,0,1,0.006734006734006734,0.0,0.7171717171717171,0.18518518518518517,0.0,0.0,0.08754208754208755,0.0,0.003367003367003367
instances,81,3,2,63,13,0,0,0,0,0,0.037037037037037035,0.024691358024691357,0.7777777777777778,0.16049382716049382,0.0,0.0,0.0,0.0,0.0
like,702,5,2,477,191,0,3,24,0,0,0.007122507122507123,0.002849002849002849,0.6794871794871795,0.2720797720797721,0.0,0.004273504273504274,0.03418803418803419,0.0,0.0
each,423,1,1,291,103,0,1,26,0,0,0.002364066193853428,0.002364066193853428,0.6879432624113475,0.24349881796690306,0.0,0.002364066193853428,0.061465721040189124,0.0,0.0
view,830,3,0,668,121,0,0,38,0,0,0.0036144578313253013,0.0,0.8048192771084337,0.14578313253012049,0.0,0.0,0.04578313253012048,0.0,0.0
directory,1636,9,6,1295,184,8,14,120,0,0,0.005501222493887531,0.003667481662591687,0.7915647921760391,0.11246943765281174,0.004889975550122249,0.008557457212713936,0.07334963325183375,0.0,0.0
sets,172,2,0,150,14,0,2,4,0,0,0.011627906976744186,0.0,0.872093023255814,0.08139534883720931,0.0,0.011627906976744186,0.023255813953488372,0.0,0.0
ld,527,1,4,312,32,16,10,74,0,78,0.0018975332068311196,0.007590132827324478,0.5920303605313093,0.06072106261859583,0.030360531309297913,0.018975332068311195,0.14041745730550284,0.0,0.14800759013282733
library,1881,1,8,1541,83,12,10,224,0,2,0.000531632110579479,0.004253056884635832,0.8192450824029771,0.044125465178096755,0.006379585326953748,0.00531632110579479,0.1190855927698033,0.0,0.001063264221158958
prefix,7995,1,9,7553,137,3,43,248,0,1,0.00012507817385866166,0.001125703564727955,0.9447154471544715,0.017135709818636647,0.000375234521575985,0.0053783614759224515,0.031019387116948093,0.0,0.00012507817385866166
pkg,1788,1,7,1728,16,0,15,21,0,0,0.0005592841163310962,0.0039149888143176735,0.9664429530201343,0.008948545861297539,0.0,0.008389261744966443,0.01174496644295302,0.0,0.0
point,208,1,0,165,20,0,3,19,0,0,0.004807692307692308,0.0,0.7932692307692307,0.09615384615384616,0.0,0.014423076923076924,0.09134615384615384,0.0,0.0
named,144,1,0,107,35,0,1,0,0,0,0.006944444444444444,0.0,0.7430555555555556,0.24305555555555555,0.0,0.006944444444444444,0.0,0.0,0.0
power,39,1,0,37,1,0,0,0,0,0,0.02564102564102564,0.0,0.9487179487179487,0.02564102564102564,0.0,0.0,0.0,0.0,0.0
which,1388,7,3,1124,142,1,7,104,0,0,0.005043227665706052,0.002161383285302594,0.8097982708933718,0.10230547550432277,0.0007204610951008645,0.005043227665706052,0.07492795389048991,0.0,0.0
